"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"01001","714","609","161","113","858","191","698","141","484","05-12-2021 11:00:05"
"01002","741","702","146","183","926","188","571","193","679","05-12-2021 11:00:05"
"01003","1942","1613","719","468","1984","384","1904","245","1406","05-12-2021 11:00:05"
"01004","1662","1337","353","335","2009","302","1539","320","1140","05-12-2021 11:00:05"
"01005","1282","1100","279","259","1542","302","1201","322","859","05-12-2021 11:00:05"
"01006","908","741","188","188","1089","184","686","254","709","05-12-2021 11:00:05"
"01007","1159","771","257","185","1344","144","859","220","851","05-12-2021 11:00:05"
"01008","1949","1349","480","368","2082","368","1342","249","1707","05-12-2021 11:00:05"
"01009","1184","1004","321","194","1441","232","1075","196","917","05-12-2021 11:00:05"
"01010","1266","1092","345","264","1546","203","982","194","1182","05-12-2021 11:00:05"
"01011","1727","1407","442","348","2087","257","1369","254","1511","05-12-2021 11:00:05"
"01012","986","937","242","190","1266","225","978","188","757","05-12-2021 11:00:05"
"01013","715","759","180","127","952","215","824","111","539","05-12-2021 11:00:05"
"01014","1133","919","207","204","1407","234","1025","158","869","05-12-2021 11:00:05"
"01015","1165","1110","288","227","1508","252","1058","221","996","05-12-2021 11:00:05"
"01016","1068","1046","255","219","1430","210","959","200","955","05-12-2021 11:00:05"
"01017","1306","1250","317","286","1709","244","1117","234","1205","05-12-2021 11:00:05"
"01018","781","765","187","170","974","215","809","147","590","05-12-2021 11:00:05"
"01019","1548","1330","343","275","1957","303","1279","358","1241","05-12-2021 11:00:05"
"01020","1057","1175","138","211","1523","360","1203","442","587","05-12-2021 11:00:05"
"01021","1046","1089","154","207","1468","306","1111","368","656","05-12-2021 11:00:05"
"01022","869","745","92","206","1097","219","720","271","623","05-12-2021 11:00:05"
"01023","997","1013","138","188","1390","294","1080","387","543","05-12-2021 11:00:05"
"01025","683","654","91","145","947","154","626","341","370","05-12-2021 11:00:05"
"01026","7224","2005","477","929","7375","448","1639","571","7019","05-12-2021 11:00:05"
"01027","744","777","110","152","1051","208","764","327","430","05-12-2021 11:00:05"
"01028","968","1003","144","215","1391","221","892","503","576","05-12-2021 11:00:05"
"01029","722","737","100","175","1040","144","580","365","514","05-12-2021 11:00:05"
"01030","1296","1254","230","276","1674","370","1295","452","803","05-12-2021 11:00:05"
"01031","870","780","140","140","1195","175","691","368","591","05-12-2021 11:00:05"
"01032","893","864","89","127","1254","287","986","325","446","05-12-2021 11:00:05"
"01033","548","525","80","71","758","164","574","227","272","05-12-2021 11:00:05"
"01034","474","445","48","67","661","143","510","212","197","05-12-2021 11:00:05"
"01035","595","594","69","107","836","177","641","241","307","05-12-2021 11:00:05"
"01036","567","632","103","125","739","232","868","138","193","05-12-2021 11:00:05"
"01037","629","689","95","121","828","274","921","180","217","05-12-2021 11:00:05"
"01038","781","720","103","111","1113","174","700","353","448","05-12-2021 11:00:05"
"01039","694","662","88","131","922","215","794","239","323","05-12-2021 11:00:05"
"01040","545","528","76","88","711","198","560","231","282","05-12-2021 11:00:05"
"01041","715","734","111","95","1097","146","702","312","435","05-12-2021 11:00:05"
"01042","823","950","165","137","1017","454","1316","197","260","05-12-2021 11:00:05"
"01043","846","825","174","121","1176","200","950","332","389","05-12-2021 11:00:05"
"01044","692","741","140","129","978","186","854","280","299","05-12-2021 11:00:05"
"01045","1006","992","102","162","1497","237","953","521","524","05-12-2021 11:00:05"
"01046","969","905","135","187","1351","201","833","479","562","05-12-2021 11:00:05"
"01047","862","906","120","151","1250","247","907","349","512","05-12-2021 11:00:05"
"01048","1051","1095","227","207","1466","246","1139","381","626","05-12-2021 11:00:05"
"01049","720","790","196","142","970","202","765","280","465","05-12-2021 11:00:05"
"01050","795","790","133","136","1096","220","805","332","448","05-12-2021 11:00:05"
"01051","943","872","164","153","1348","150","855","361","599","05-12-2021 11:00:05"
"01052","1323","1250","247","360","1635","331","1384","507","682","05-12-2021 11:00:05"
"01053","916","988","135","163","1268","338","1145","329","430","05-12-2021 11:00:05"
"01054","632","610","86","79","902","175","646","243","353","05-12-2021 11:00:05"
"01055","634","655","137","87","747","318","913","187","189","05-12-2021 11:00:05"
"02001","634","718","154","132","788","278","950","135","267","05-12-2021 11:00:05"
"02002","2079","1669","364","380","2491","513","1702","268","1778","05-12-2021 11:00:05"
"02003","513","668","93","150","582","356","945","105","131","05-12-2021 11:00:05"
"02004","751","756","149","128","935","295","1006","194","307","05-12-2021 11:00:05"
"02005","955","1119","223","159","1148","544","1632","164","278","05-12-2021 11:00:05"
"02006","786","897","191","142","957","393","1207","185","291","05-12-2021 11:00:05"
"02007","568","692","105","96","722","337","933","169","158","05-12-2021 11:00:05"
"02008","920","1033","214","189","1134","416","1442","229","282","05-12-2021 11:00:05"
"02009","863","962","210","148","1097","370","1323","184","318","05-12-2021 11:00:05"
"02010","570","639","139","105","690","275","913","119","177","05-12-2021 11:00:05"
"02011","532","568","91","100","642","267","889","114","97","05-12-2021 11:00:05"
"02012","778","810","167","141","917","363","1183","138","267","05-12-2021 11:00:05"
"02013","559","592","120","113","731","187","806","137","208","05-12-2021 11:00:05"
"02014","666","714","150","125","905","200","950","181","249","05-12-2021 11:00:05"
"02015","763","816","166","136","955","322","1095","170","314","05-12-2021 11:00:05"
"02016","854","1020","195","140","1108","431","1444","190","240","05-12-2021 11:00:05"
"02017","924","1077","209","195","1210","387","1492","186","323","05-12-2021 11:00:05"
"02018","856","997","189","193","977","494","1398","158","297","05-12-2021 11:00:05"
"02019","961","1076","231","161","1203","442","1523","203","311","05-12-2021 11:00:05"
"02020","702","792","122","162","976","234","957","216","321","05-12-2021 11:00:05"
"02021","701","786","150","99","903","335","1134","131","222","05-12-2021 11:00:05"
"02022","634","675","122","139","783","265","1004","79","226","05-12-2021 11:00:05"
"02023","478","600","72","86","650","270","908","65","105","05-12-2021 11:00:05"
"02024","510","609","89","80","732","218","767","103","249","05-12-2021 11:00:05"
"02025","534","588","110","95","651","266","843","113","166","05-12-2021 11:00:05"
"02026","928","1178","189","198","1246","473","1587","142","377","05-12-2021 11:00:05"
"02027","1001","1130","231","178","1237","485","1584","169","378","05-12-2021 11:00:05"
"02028","935","1119","203","183","1196","472","1561","148","345","05-12-2021 11:00:05"
"02029","557","659","126","87","704","299","967","95","154","05-12-2021 11:00:05"
"02030","643","736","161","127","844","247","975","108","296","05-12-2021 11:00:05"
"02031","471","578","121","92","535","301","876","57","116","05-12-2021 11:00:05"
"02032","496","676","101","83","631","357","921","101","150","05-12-2021 11:00:05"
"02033","538","637","115","98","704","258","902","105","168","05-12-2021 11:00:05"
"02034","519","680","98","100","730","271","814","104","281","05-12-2021 11:00:05"
"02035","586","705","94","102","750","345","986","101","204","05-12-2021 11:00:05"
"02036","541","655","126","93","685","292","981","93","122","05-12-2021 11:00:05"
"02037","576","625","101","101","699","300","1004","80","117","05-12-2021 11:00:05"
"02038","731","820","113","188","962","288","1276","77","198","05-12-2021 11:00:05"
"02039","778","1006","155","163","1102","364","1291","173","320","05-12-2021 11:00:05"
"02040","820","886","153","146","1102","305","1173","190","343","05-12-2021 11:00:05"
"02041","736","902","162","124","910","442","1257","112","269","05-12-2021 11:00:05"
"02042","730","884","133","122","862","497","1357","89","168","05-12-2021 11:00:05"
"02043","700","771","174","116","871","310","1200","86","185","05-12-2021 11:00:05"
"02044","605","702","146","102","726","333","967","97","243","05-12-2021 11:00:05"
"02045","547","626","116","99","669","289","924","71","178","05-12-2021 11:00:05"
"02046","898","1041","218","175","1163","383","1459","130","350","05-12-2021 11:00:05"
"02047","926","1050","210","197","1111","458","1517","122","337","05-12-2021 11:00:05"
"02048","582","707","132","123","782","252","895","121","273","05-12-2021 11:00:05"
"02049","953","1115","185","145","1267","471","1394","226","448","05-12-2021 11:00:05"
"02050","733","897","125","121","1063","321","1143","167","320","05-12-2021 11:00:05"
"02051","859","1013","157","158","1175","382","1220","210","442","05-12-2021 11:00:05"
"02052","835","985","171","162","1155","332","1252","204","364","05-12-2021 11:00:05"
"02053","874","1005","168","162","1185","364","1364","189","326","05-12-2021 11:00:05"
"02054","886","1024","228","145","1100","437","1460","171","279","05-12-2021 11:00:05"
"02055","875","987","186","159","1107","410","1438","157","267","05-12-2021 11:00:05"
"02056","709","810","159","131","945","284","1075","213","231","05-12-2021 11:00:05"
"02057","606","674","163","124","686","307","1001","161","118","05-12-2021 11:00:05"
"02058","663","727","161","115","768","346","1135","119","136","05-12-2021 11:00:05"
"02059","752","944","192","144","958","402","1273","150","273","05-12-2021 11:00:05"
"02060","751","931","212","139","956","375","1280","165","237","05-12-2021 11:00:05"
"02061","609","753","126","140","842","254","967","160","235","05-12-2021 11:00:05"
"02062","747","811","181","148","948","281","1134","238","186","05-12-2021 11:00:05"
"02063","480","704","121","107","598","358","912","128","144","05-12-2021 11:00:05"
"02064","605","715","150","119","726","325","996","160","164","05-12-2021 11:00:05"
"02065","846","980","200","148","1152","326","1318","231","277","05-12-2021 11:00:05"
"02066","819","960","174","131","1021","453","1392","148","239","05-12-2021 11:00:05"
"02067","802","888","184","137","1104","265","1142","230","318","05-12-2021 11:00:05"
"02068","772","867","183","114","987","355","1172","227","240","05-12-2021 11:00:05"
"02069","626","753","165","117","790","307","1035","152","192","05-12-2021 11:00:05"
"02070","583","691","120","145","746","263","909","169","196","05-12-2021 11:00:05"
"02071","821","877","186","150","1023","339","1292","206","200","05-12-2021 11:00:05"
"02072","619","606","134","131","696","264","932","144","149","05-12-2021 11:00:05"
"02073","776","889","162","162","1029","312","1201","229","235","05-12-2021 11:00:05"
"02074","644","657","139","128","814","220","829","223","249","05-12-2021 11:00:05"
"02075","607","674","126","125","782","248","847","248","186","05-12-2021 11:00:05"
"02076","773","867","176","194","949","321","1156","213","271","05-12-2021 11:00:05"
"02077","905","862","152","214","1110","291","995","303","469","05-12-2021 11:00:05"
"02078","689","785","129","195","845","305","908","203","363","05-12-2021 11:00:05"
"02079","749","766","148","179","907","281","911","205","399","05-12-2021 11:00:05"
"02080","798","820","166","150","952","350","1077","204","337","05-12-2021 11:00:05"
"02081","1024","1183","191","238","1287","491","1526","289","392","05-12-2021 11:00:05"
"02082","427","489","75","84","538","219","650","149","117","05-12-2021 11:00:05"
"02083","903","1030","197","249","1097","390","1311","278","344","05-12-2021 11:00:05"
"02084","956","1139","191","203","1300","401","1520","226","349","05-12-2021 11:00:05"
"02085","632","794","139","135","869","283","997","193","236","05-12-2021 11:00:05"
"02086","662","772","176","163","846","249","1092","141","201","05-12-2021 11:00:05"
"02087","664","796","146","124","884","306","1116","140","204","05-12-2021 11:00:05"
"02088","799","880","143","175","1008","353","1231","193","255","05-12-2021 11:00:05"
"02089","838","948","149","170","1136","331","1277","231","278","05-12-2021 11:00:05"
"02090","819","948","157","157","1130","323","1181","228","358","05-12-2021 11:00:05"
"02091","1256","1004","144","209","1581","326","1266","295","699","05-12-2021 11:00:05"
"02092","1095","934","144","163","1398","324","1168","319","542","05-12-2021 11:00:05"
"02093","831","870","130","187","1019","365","1200","202","299","05-12-2021 11:00:05"
"02094","740","780","114","110","947","349","1076","152","292","05-12-2021 11:00:05"
"02095","755","772","122","146","953","306","1101","175","251","05-12-2021 11:00:05"
"02096","672","749","118","109","874","320","995","172","254","05-12-2021 11:00:05"
"02097","526","586","103","98","701","210","785","113","214","05-12-2021 11:00:05"
"02098","686","794","113","114","970","283","1055","172","253","05-12-2021 11:00:05"
"02099","780","855","167","178","1010","280","1167","180","288","05-12-2021 11:00:05"
"02100","639","707","102","99","824","321","1071","105","170","05-12-2021 11:00:05"
"02101","1014","1184","228","187","1263","520","1614","201","383","05-12-2021 11:00:05"
"02102","616","780","157","126","768","345","1172","85","139","05-12-2021 11:00:05"
"02103","772","887","139","124","1062","334","1176","178","305","05-12-2021 11:00:05"
"02104","538","642","132","96","641","311","958","59","163","05-12-2021 11:00:05"
"02105","956","1153","198","199","1277","435","1531","219","359","05-12-2021 11:00:05"
"02106","670","785","184","134","815","322","1120","124","211","05-12-2021 11:00:05"
"02107","751","901","181","159","888","424","1357","130","165","05-12-2021 11:00:05"
"02108","740","881","191","143","852","435","1325","97","199","05-12-2021 11:00:05"
"02109","955","1159","235","229","1121","529","1750","139","225","05-12-2021 11:00:05"
"02110","860","1001","230","146","1128","357","1437","148","276","05-12-2021 11:00:05"
"02111","862","1000","202","138","1123","399","1427","139","296","05-12-2021 11:00:05"
"02112","592","695","129","100","646","412","1098","80","109","05-12-2021 11:00:05"
"02113","1059","1159","301","178","1142","597","1833","125","260","05-12-2021 11:00:05"
"02114","779","917","165","142","908","481","1351","115","230","05-12-2021 11:00:05"
"02115","608","735","142","128","770","303","1042","93","208","05-12-2021 11:00:05"
"02116","461","537","125","95","531","247","893","23","82","05-12-2021 11:00:05"
"02117","541","685","150","85","641","350","965","79","182","05-12-2021 11:00:05"
"02118","691","787","146","127","898","307","1182","98","198","05-12-2021 11:00:05"
"02119","619","660","131","85","720","343","1074","66","139","05-12-2021 11:00:05"
"02120","548","610","87","87","667","317","952","86","120","05-12-2021 11:00:05"
"02121","595","673","134","123","717","294","1008","71","189","05-12-2021 11:00:05"
"02122","476","556","89","76","548","319","863","59","110","05-12-2021 11:00:05"
"02123","513","582","107","63","670","255","863","94","138","05-12-2021 11:00:05"
"02124","489","596","110","82","566","327","959","40","86","05-12-2021 11:00:05"
"02125","751","927","161","125","914","478","1393","83","202","05-12-2021 11:00:05"
"02126","671","807","133","125","803","417","1249","79","150","05-12-2021 11:00:05"
"02127","559","612","119","87","730","235","862","101","208","05-12-2021 11:00:05"
"02128","604","713","132","100","807","278","962","104","251","05-12-2021 11:00:05"
"02129","694","841","123","132","879","401","1228","72","235","05-12-2021 11:00:05"
"02130","522","589","124","93","542","352","999","43","69","05-12-2021 11:00:05"
"02131","528","607","115","91","639","290","860","79","196","05-12-2021 11:00:05"
"02132","505","519","83","64","599","278","831","50","143","05-12-2021 11:00:05"
"02133","374","453","77","56","396","298","724","29","74","05-12-2021 11:00:05"
"02134","698","769","132","108","831","396","1161","100","206","05-12-2021 11:00:05"
"02135","984","1115","194","171","1327","407","1589","181","329","05-12-2021 11:00:05"
"02136","408","475","70","77","494","242","724","51","108","05-12-2021 11:00:05"
"02137","704","764","127","138","920","283","1029","143","296","05-12-2021 11:00:05"
"02138","927","1028","203","184","1090","478","1568","123","264","05-12-2021 11:00:05"
"02139","795","902","147","130","1107","313","1180","207","310","05-12-2021 11:00:05"
"02140","883","1025","184","156","1168","400","1487","144","277","05-12-2021 11:00:05"
"02141","557","633","115","124","675","276","892","60","238","05-12-2021 11:00:05"
"02142","982","1053","188","183","1290","374","1468","176","391","05-12-2021 11:00:05"
"02143","748","750","150","127","930","291","1059","172","267","05-12-2021 11:00:05"
"02144","726","799","138","145","943","299","1092","168","265","05-12-2021 11:00:05"
"02145","621","632","126","117","788","222","870","124","259","05-12-2021 11:00:05"
"02146","543","646","97","98","724","270","887","93","209","05-12-2021 11:00:05"
"02147","1008","1099","199","201","1270","437","1611","170","326","05-12-2021 11:00:05"
"02148","719","850","160","114","930","365","1216","129","224","05-12-2021 11:00:05"
"02149","921","962","210","163","1186","324","1367","166","350","05-12-2021 11:00:05"
"02150","750","766","143","141","929","303","1074","121","321","05-12-2021 11:00:05"
"02151","688","816","141","124","949","290","1071","149","284","05-12-2021 11:00:05"
"02152","589","693","110","100","679","393","991","98","193","05-12-2021 11:00:05"
"02153","624","742","148","96","746","376","1109","87","170","05-12-2021 11:00:05"
"02154","501","540","89","73","672","207","694","122","225","05-12-2021 11:00:05"
"02155","866","958","173","147","1038","466","1428","115","281","05-12-2021 11:00:05"
"02156","609","678","107","93","699","388","1029","88","170","05-12-2021 11:00:05"
"02157","552","659","131","123","674","283","918","101","192","05-12-2021 11:00:05"
"02158","777","828","158","106","943","398","1254","114","237","05-12-2021 11:00:05"
"02159","955","1021","232","173","1182","389","1455","157","364","05-12-2021 11:00:05"
"02160","963","1016","171","166","1208","434","1529","154","296","05-12-2021 11:00:05"
"02161","569","597","109","114","720","223","844","121","201","05-12-2021 11:00:05"
"02162","683","728","135","116","841","319","1051","103","257","05-12-2021 11:00:05"
"02163","881","948","156","155","1118","400","1347","174","308","05-12-2021 11:00:05"
"02164","728","745","120","130","965","258","954","191","328","05-12-2021 11:00:05"
"02165","828","890","170","123","1081","344","1263","161","294","05-12-2021 11:00:05"
"02166","1035","1123","229","164","1361","404","1480","224","454","05-12-2021 11:00:05"
"02167","1043","1082","240","180","1206","499","1666","159","300","05-12-2021 11:00:05"
"02168","1056","1220","246","159","1419","452","1693","182","401","05-12-2021 11:00:05"
"02169","756","797","150","100","1002","301","1128","154","271","05-12-2021 11:00:05"
"02170","712","829","155","131","908","347","1181","107","253","05-12-2021 11:00:05"
"02171","794","855","186","110","987","366","1175","114","360","05-12-2021 11:00:05"
"02172","711","811","156","96","1000","270","1112","150","260","05-12-2021 11:00:05"
"02173","740","818","135","134","966","323","1155","146","257","05-12-2021 11:00:05"
"03001","801","904","184","136","989","396","1246","134","325","05-12-2021 11:00:05"
"03002","967","1009","206","165","1266","339","1348","210","418","05-12-2021 11:00:05"
"03003","814","865","186","151","1083","259","1087","142","450","05-12-2021 11:00:05"
"03004","747","833","163","124","981","312","1150","138","292","05-12-2021 11:00:05"
"03005","575","604","131","69","698","281","832","104","243","05-12-2021 11:00:05"
"03006","708","708","164","117","937","198","920","174","322","05-12-2021 11:00:05"
"03007","802","874","180","174","1008","314","1140","167","369","05-12-2021 11:00:05"
"03008","581","633","140","111","766","197","787","127","300","05-12-2021 11:00:05"
"03009","578","622","111","94","744","251","877","101","222","05-12-2021 11:00:05"
"03010","993","921","186","205","1268","255","1141","202","571","05-12-2021 11:00:05"
"03011","907","870","211","171","1183","212","1041","196","540","05-12-2021 11:00:05"
"03012","1009","1061","180","181","1394","315","1290","267","513","05-12-2021 11:00:05"
"03013","872","862","179","159","1201","195","1001","250","483","05-12-2021 11:00:05"
"03014","888","906","182","159","1210","243","1064","234","496","05-12-2021 11:00:05"
"03015","1460","1489","320","268","1955","406","1773","381","795","05-12-2021 11:00:05"
"03016","614","647","133","134","826","168","729","137","395","05-12-2021 11:00:05"
"03017","834","815","183","139","1125","202","910","224","515","05-12-2021 11:00:05"
"03018","845","812","173","157","1007","320","1142","154","361","05-12-2021 11:00:05"
"03019","732","795","178","130","984","235","973","137","417","05-12-2021 11:00:05"
"03020","625","599","105","93","710","316","896","112","216","05-12-2021 11:00:05"
"03021","513","579","113","80","588","311","856","69","167","05-12-2021 11:00:05"
"03022","724","728","145","135","892","280","1020","136","296","05-12-2021 11:00:05"
"03023","932","963","215","143","1253","284","1256","206","433","05-12-2021 11:00:05"
"03024","1009","987","235","177","1338","246","1318","266","412","05-12-2021 11:00:05"
"03025","771","740","224","122","934","231","1294","42","175","05-12-2021 11:00:05"
"03026","478","522","102","86","462","350","868","22","110","05-12-2021 11:00:05"
"03027","829","889","164","246","921","387","1523","57","138","05-12-2021 11:00:05"
"03028","1310","1359","454","323","1544","348","2115","98","456","05-12-2021 11:00:05"
"03029","626","661","152","127","762","246","1125","43","119","05-12-2021 11:00:05"
"03030","736","848","155","159","938","332","1277","69","238","05-12-2021 11:00:05"
"03031","1155","1227","270","246","1256","610","2100","50","232","05-12-2021 11:00:05"
"03032","830","885","255","155","983","322","1411","67","237","05-12-2021 11:00:05"
"03033","765","739","197","167","863","277","1052","42","410","05-12-2021 11:00:05"
"03034","711","791","146","155","873","328","1255","22","225","05-12-2021 11:00:05"
"03035","1064","1170","216","197","1242","579","1901","58","275","05-12-2021 11:00:05"
"03036","1141","1255","285","252","1361","498","2001","106","289","05-12-2021 11:00:05"
"03037","473","511","71","120","617","176","897","18","69","05-12-2021 11:00:05"
"03038","455","492","134","111","486","216","868","9","70","05-12-2021 11:00:05"
"03039","1196","1305","402","264","1408","427","1934","76","491","05-12-2021 11:00:05"
"03040","924","781","117","379","771","438","1252","64","389","05-12-2021 11:00:05"
"03041","674","749","139","137","837","310","1091","86","246","05-12-2021 11:00:05"
"03042","675","684","123","130","829","277","1033","93","233","05-12-2021 11:00:05"
"03043","743","862","133","143","892","437","1233","106","266","05-12-2021 11:00:05"
"03044","915","987","191","162","1198","351","1373","127","402","05-12-2021 11:00:05"
"03045","528","558","126","81","668","211","836","115","135","05-12-2021 11:00:05"
"03046","656","745","109","100","773","419","1156","94","151","05-12-2021 11:00:05"
"03047","840","880","149","173","1088","310","1296","135","289","05-12-2021 11:00:05"
"03048","622","722","109","100","794","341","1036","80","228","05-12-2021 11:00:05"
"03049","782","891","183","120","994","376","1224","156","293","05-12-2021 11:00:05"
"03050","804","815","155","103","1062","299","1183","152","284","05-12-2021 11:00:05"
"03051","962","972","242","196","1236","260","1310","152","472","05-12-2021 11:00:05"
"03052","652","720","170","127","875","200","951","122","299","05-12-2021 11:00:05"
"03053","1051","1140","257","195","1376","363","1479","185","527","05-12-2021 11:00:05"
"03054","800","855","140","140","956","419","1286","108","261","05-12-2021 11:00:05"
"03055","754","823","144","119","961","353","1195","120","262","05-12-2021 11:00:05"
"03056","443","515","95","78","538","247","709","62","187","05-12-2021 11:00:05"
"03057","699","782","136","101","830","414","1262","65","154","05-12-2021 11:00:05"
"03058","806","956","219","143","1016","384","1501","107","154","05-12-2021 11:00:05"
"03059","569","616","142","93","672","278","965","48","172","05-12-2021 11:00:05"
"03060","672","690","142","111","753","356","1190","45","127","05-12-2021 11:00:05"
"03061","499","602","116","85","636","264","877","68","156","05-12-2021 11:00:05"
"03062","744","827","173","143","907","348","1333","75","163","05-12-2021 11:00:05"
"03063","948","1016","366","159","1167","272","1589","95","280","05-12-2021 11:00:05"
"03064","572","632","127","116","698","263","1043","42","119","05-12-2021 11:00:05"
"03065","640","708","100","126","809","313","1213","30","105","05-12-2021 11:00:05"
"03066","1127","1204","281","246","1324","480","1968","76","287","05-12-2021 11:00:05"
"03067","810","928","189","135","967","447","1464","42","232","05-12-2021 11:00:05"
"03068","542","614","111","90","631","324","947","39","170","05-12-2021 11:00:05"
"03069","585","590","117","88","656","314","1005","29","141","05-12-2021 11:00:05"
"03070","664","673","129","125","764","319","1016","68","253","05-12-2021 11:00:05"
"03071","644","711","154","135","806","260","1038","97","220","05-12-2021 11:00:05"
"03072","644","718","157","113","801","291","1064","48","250","05-12-2021 11:00:05"
"03073","749","829","155","120","921","382","1315","65","198","05-12-2021 11:00:05"
"03074","812","956","192","139","1015","422","1439","83","246","05-12-2021 11:00:05"
"03075","841","912","207","173","1006","367","1344","68","341","05-12-2021 11:00:05"
"03076","488","566","105","78","578","293","839","43","172","05-12-2021 11:00:05"
"03077","607","721","134","123","746","325","1068","54","206","05-12-2021 11:00:05"
"03078","826","912","194","143","1083","318","1290","87","361","05-12-2021 11:00:05"
"03079","846","970","205","166","1114","331","1313","85","418","05-12-2021 11:00:05"
"03080","685","847","147","138","869","378","1254","54","224","05-12-2021 11:00:05"
"03081","890","1002","177","199","1070","446","1477","61","354","05-12-2021 11:00:05"
"03082","856","1009","194","167","1084","420","1478","85","302","05-12-2021 11:00:05"
"03083","637","728","133","91","789","352","1148","39","178","05-12-2021 11:00:05"
"03084","622","750","139","115","686","432","1210","42","120","05-12-2021 11:00:05"
"03085","617","702","162","90","775","292","1051","67","201","05-12-2021 11:00:05"
"03086","590","640","119","96","626","389","1094","46","90","05-12-2021 11:00:05"
"03087","698","789","170","121","782","414","1259","45","183","05-12-2021 11:00:05"
"03088","662","741","150","121","765","367","1124","79","200","05-12-2021 11:00:05"
"03089","562","661","120","92","654","357","1066","68","89","05-12-2021 11:00:05"
"03090","443","517","80","96","540","244","853","37","70","05-12-2021 11:00:05"
"03091","709","756","152","162","889","262","1154","79","232","05-12-2021 11:00:05"
"03092","577","653","134","104","760","232","967","77","186","05-12-2021 11:00:05"
"03093","676","796","128","151","828","365","1307","38","127","05-12-2021 11:00:05"
"03094","558","646","141","98","678","287","1021","56","127","05-12-2021 11:00:05"
"03095","764","849","168","124","989","332","1278","95","240","05-12-2021 11:00:05"
"03096","702","835","180","132","976","249","1172","99","266","05-12-2021 11:00:05"
"03097","790","881","206","133","1123","209","1124","127","420","05-12-2021 11:00:05"
"03098","719","731","180","129","914","227","1070","101","279","05-12-2021 11:00:05"
"03099","428","550","115","77","620","166","806","60","112","05-12-2021 11:00:05"
"03100","577","713","155","92","775","268","974","112","204","05-12-2021 11:00:05"
"03101","2627","1832","510","440","3070","439","1796","348","2315","05-12-2021 11:00:05"
"03102","641","703","157","120","797","270","1023","66","255","05-12-2021 11:00:05"
"03103","517","610","120","70","581","356","991","42","94","05-12-2021 11:00:05"
"03104","656","748","147","117","897","243","1062","116","226","05-12-2021 11:00:05"
"03105","546","641","129","114","725","219","895","74","218","05-12-2021 11:00:05"
"03106","612","681","145","104","840","204","961","117","215","05-12-2021 11:00:05"
"03107","801","823","176","175","917","356","1236","76","312","05-12-2021 11:00:05"
"03108","765","848","197","136","976","304","1250","97","266","05-12-2021 11:00:05"
"03109","730","792","178","124","952","268","1200","106","216","05-12-2021 11:00:05"
"03110","661","777","156","113","863","306","1155","97","186","05-12-2021 11:00:05"
"03111","569","711","154","97","763","266","1046","73","161","05-12-2021 11:00:05"
"03112","865","997","217","154","1048","443","1549","76","237","05-12-2021 11:00:05"
"03113","728","843","150","146","848","427","1253","103","215","05-12-2021 11:00:05"
"03114","693","782","126","145","797","407","1228","82","165","05-12-2021 11:00:05"
"03211","740","792","155","214","920","243","1292","28","212","05-12-2021 11:00:05"
"03212","1115","1274","270","222","1261","636","1888","78","423","05-12-2021 11:00:05"
"03213","1161","1205","300","288","1396","382","1761","78","527","05-12-2021 11:00:05"
"04001","610","659","148","113","732","276","997","58","214","05-12-2021 11:00:05"
"04002","906","1017","229","163","1035","496","1683","68","172","05-12-2021 11:00:05"
"04003","508","551","112","86","563","298","915","34","110","05-12-2021 11:00:05"
"04004","477","518","101","74","560","260","867","32","96","05-12-2021 11:00:05"
"04005","563","647","132","109","627","342","1060","42","108","05-12-2021 11:00:05"
"04006","515","615","136","83","586","325","977","46","107","05-12-2021 11:00:05"
"04007","459","585","117","74","553","300","867","38","139","05-12-2021 11:00:05"
"04008","465","536","111","75","561","254","838","32","131","05-12-2021 11:00:05"
"04009","690","783","175","102","856","340","1207","71","195","05-12-2021 11:00:05"
